timestamp,analysis_type,url,title,credibility_score,credibility_level,confidence_score,source_domain,source_credibility,warning_count,bias_indicator_count,sentiment,word_count,consensus_score,source_diversity
2025-09-21T18:12:08.676421,url,https://www.india.com/news/world/trump-regime-links-h-1b-visa-with-threat-us-national-security-accuses-companies-biased-layoffs-hiring-white-house-science-technology-engineering-donald-trump-8088486/,"Trump regime links H-1B visa with 'threat to US national security', accuses companies of biased layo...",0.6187499999999999,Medium,1.0,india.com,unknown,3,0,positive,40,0.0,0
2025-09-21T18:20:51.532793,text,,Parliamentary panel seeks legal & tech framework against AI fake news,0.665597643097643,Medium,0.8,,,2,1,neutral,228,0.0,0
2025-09-21T18:21:04.428952,text,,Parliamentary panel seeks legal & tech framework against AI fake news,0.665597643097643,Medium,0.8,,,2,1,neutral,228,0.0,0
2025-09-21T18:21:29.416202,text,,Parliamentary panel seeks legal & tech framework against AI fake news,0.665597643097643,Medium,0.8,,,2,1,neutral,228,0.0,0
2025-09-21T18:22:15.494340,url,https://www.socialsamosa.com/news-2/parliamentary-seeks-legal-tech-framework-against-ai-fake-news-10466004,Parliamentary panel seeks legal & tech framework against AI fake news,0.6378385416666666,Medium,1.0,socialsamosa.com,unknown,2,1,neutral,356,0.0,0
2025-09-21T18:22:50.821341,url,https://www.socialsamosa.com/news-2/parliamentary-seeks-legal-tech-framework-against-ai-fake-news-10466004,Parliamentary panel seeks legal & tech framework against AI fake news,0.6378385416666666,Medium,1.0,socialsamosa.com,unknown,2,1,neutral,356,0.0,0
2025-09-21T18:23:52.669433,url,https://www.hindustantimes.com/india-news/from-neo-middle-class-to-nagrik-devo-bhava-pm-modi-s-buzzwords-in-speech-on-gst-swadeshi-101758457449528.html,"From ‘Neo-Middle Class’ to ‘Nagrik Devo Bhava’: PM Modi’s buzzwords in speech on GST, 'swadeshi' | L...",0.6501515151515153,Medium,1.0,hindustantimes.com,unknown,2,0,positive,255,0.0,0
2025-09-21T18:25:02.514800,url,https://www.hindustantimes.com/india-news/from-neo-middle-class-to-nagrik-devo-bhava-pm-modi-s-buzzwords-in-speech-on-gst-swadeshi-101758457449528.html,"From ‘Neo-Middle Class’ to ‘Nagrik Devo Bhava’: PM Modi’s buzzwords in speech on GST, 'swadeshi' | L...",0.6501515151515153,Medium,1.0,hindustantimes.com,unknown,2,0,positive,255,0.0,0
